stateid,state,state_abbr,control,level,year,gender,race,cohort,grad_cohort,grad_100,grad_150,grad_100_rate,grad_150_rate,grad_cohort_ct
47,Tennessee,TN,Public,4-year,2011,F,A,"4y other",2,,1,,50.0,9
47,Tennessee,TN,Public,4-year,2011,F,Ai,"4y other",0,,0,,,9
47,Tennessee,TN,Public,4-year,2011,F,B,"4y other",7,,1,,14.3,9
47,Tennessee,TN,Public,4-year,2011,F,H,"4y other",0,,0,,,9
47,Tennessee,TN,Public,4-year,2011,F,W,"4y other",6,,3,,50.0,9
47,Tennessee,TN,Public,4-year,2011,F,X,"4y other",17,,5,,29.4,9
47,Tennessee,TN,Public,4-year,2011,M,A,"4y other",2,,0,,0.0,9
47,Tennessee,TN,Public,4-year,2011,M,Ai,"4y other",0,,0,,,9
47,Tennessee,TN,Public,4-year,2011,M,B,"4y other",0,,0,,,9
47,Tennessee,TN,Public,4-year,2011,M,H,"4y other",1,,0,,0.0,9
47,Tennessee,TN,Public,4-year,2011,M,W,"4y other",5,,2,,40.0,9
47,Tennessee,TN,Public,4-year,2011,M,X,"4y other",8,,2,,25.0,9
47,Tennessee,TN,Public,4-year,2012,B,A,"4y other",1,,0,,0.0,9
47,Tennessee,TN,Public,4-year,2012,B,Ai,"4y other",0,,0,,,9
47,Tennessee,TN,Public,4-year,2012,B,B,"4y other",2,,1,,50.0,9
47,Tennessee,TN,Public,4-year,2012,B,H,"4y other",1,,1,,100.0,9
47,Tennessee,TN,Public,4-year,2012,B,W,"4y other",4,,0,,0.0,9
47,Tennessee,TN,Public,4-year,2012,B,X,"4y other",10,,2,,20.0,9
47,Tennessee,TN,Public,4-year,2012,F,A,"4y other",0,,0,,,9
47,Tennessee,TN,Public,4-year,2012,F,Ai,"4y other",0,,0,,,9
47,Tennessee,TN,Public,4-year,2012,F,B,"4y other",0,,0,,,9
47,Tennessee,TN,Public,4-year,2012,F,H,"4y other",1,,1,,100.0,9
47,Tennessee,TN,Public,4-year,2012,F,W,"4y other",1,,0,,0.0,9
47,Tennessee,TN,Public,4-year,2012,F,X,"4y other",4,,1,,25.0,9
47,Tennessee,TN,Public,4-year,2012,M,A,"4y other",1,,0,,0.0,9
47,Tennessee,TN,Public,4-year,2012,M,Ai,"4y other",0,,0,,,9
47,Tennessee,TN,Public,4-year,2012,M,B,"4y other",2,,1,,50.0,9
47,Tennessee,TN,Public,4-year,2012,M,H,"4y other",0,,0,,,9
47,Tennessee,TN,Public,4-year,2012,M,W,"4y other",3,,0,,0.0,9
47,Tennessee,TN,Public,4-year,2012,M,X,"4y other",6,,1,,16.7,9
47,Tennessee,TN,Public,4-year,2013,B,A,"4y other",0,,0,,,9
47,Tennessee,TN,Public,4-year,2013,B,Ai,"4y other",0,,0,,,9
47,Tennessee,TN,Public,4-year,2013,B,B,"4y other",2,,1,,50.0,9
47,Tennessee,TN,Public,4-year,2013,B,H,"4y other",1,,0,,0.0,9
47,Tennessee,TN,Public,4-year,2013,B,W,"4y other",14,,4,,28.6,9
47,Tennessee,TN,Public,4-year,2013,B,X,"4y other",18,,5,,27.8,9
47,Tennessee,TN,Public,4-year,2013,F,A,"4y other",0,,0,,,9
47,Tennessee,TN,Public,4-year,2013,F,Ai,"4y other",0,,0,,,9
47,Tennessee,TN,Public,4-year,2013,F,B,"4y other",2,,1,,50.0,9
47,Tennessee,TN,Public,4-year,2013,F,H,"4y other",0,,0,,,9
47,Tennessee,TN,Public,4-year,2013,F,W,"4y other",6,,3,,50.0,9
47,Tennessee,TN,Public,4-year,2013,F,X,"4y other",8,,4,,50.0,9
47,Tennessee,TN,Public,4-year,2013,M,A,"4y other",0,,0,,,9
47,Tennessee,TN,Public,4-year,2013,M,Ai,"4y other",0,,0,,,9
47,Tennessee,TN,Public,4-year,2013,M,B,"4y other",0,,0,,,9
47,Tennessee,TN,Public,4-year,2013,M,H,"4y other",1,,0,,0.0,9
47,Tennessee,TN,Public,4-year,2013,M,W,"4y other",8,,1,,12.5,9
47,Tennessee,TN,Public,4-year,2013,M,X,"4y other",10,,1,,10.0,9
47,Tennessee,TN,"Private for-profit",2-year,2011,B,A,"2y all",84,,48,,57.1,15
47,Tennessee,TN,"Private for-profit",2-year,2011,B,Ai,"2y all",25,,8,,32.0,15
47,Tennessee,TN,"Private for-profit",2-year,2011,B,B,"2y all",2755,,1405,,51.0,15
47,Tennessee,TN,"Private for-profit",2-year,2011,B,H,"2y all",121,,77,,63.6,15
47,Tennessee,TN,"Private for-profit",2-year,2011,B,W,"2y all",2847,,1785,,62.7,15
47,Tennessee,TN,"Private for-profit",2-year,2011,B,X,"2y all",6512,3331,3705,51.2,56.9,15
47,Tennessee,TN,"Private for-profit",2-year,2011,F,A,"2y all",25,,20,,80.0,15
47,Tennessee,TN,"Private for-profit",2-year,2011,F,Ai,"2y all",12,,5,,41.7,15
47,Tennessee,TN,"Private for-profit",2-year,2011,F,B,"2y all",1786,,944,,52.9,15
47,Tennessee,TN,"Private for-profit",2-year,2011,F,H,"2y all",64,,37,,57.8,15
47,Tennessee,TN,"Private for-profit",2-year,2011,F,W,"2y all",1419,,904,,63.7,15
47,Tennessee,TN,"Private for-profit",2-year,2011,F,X,"2y all",3779,,2196,,58.1,15
47,Tennessee,TN,"Private for-profit",2-year,2011,M,A,"2y all",59,,28,,47.5,15
47,Tennessee,TN,"Private for-profit",2-year,2011,M,Ai,"2y all",13,,3,,23.1,15
47,Tennessee,TN,"Private for-profit",2-year,2011,M,B,"2y all",969,,461,,47.6,15
47,Tennessee,TN,"Private for-profit",2-year,2011,M,H,"2y all",57,,40,,70.2,15
47,Tennessee,TN,"Private for-profit",2-year,2011,M,W,"2y all",1428,,881,,61.7,15
47,Tennessee,TN,"Private for-profit",2-year,2011,M,X,"2y all",2733,,1509,,55.2,15
47,Tennessee,TN,"Private for-profit",2-year,2012,B,A,"2y all",39,,26,,66.7,15
47,Tennessee,TN,"Private for-profit",2-year,2012,B,Ai,"2y all",25,,10,,40.0,15
47,Tennessee,TN,"Private for-profit",2-year,2012,B,B,"2y all",2712,,1598,,58.9,15
47,Tennessee,TN,"Private for-profit",2-year,2012,B,H,"2y all",161,,110,,68.3,15
47,Tennessee,TN,"Private for-profit",2-year,2012,B,W,"2y all",2910,,1762,,60.5,15
47,Tennessee,TN,"Private for-profit",2-year,2012,B,X,"2y all",6285,3160,3778,50.3,60.1,15
47,Tennessee,TN,"Private for-profit",2-year,2012,F,A,"2y all",17,,12,,70.6,15
47,Tennessee,TN,"Private for-profit",2-year,2012,F,Ai,"2y all",16,,6,,37.5,15
47,Tennessee,TN,"Private for-profit",2-year,2012,F,B,"2y all",1744,,1080,,61.9,15
47,Tennessee,TN,"Private for-profit",2-year,2012,F,H,"2y all",84,,55,,65.5,15
47,Tennessee,TN,"Private for-profit",2-year,2012,F,W,"2y all",1320,,794,,60.2,15
47,Tennessee,TN,"Private for-profit",2-year,2012,F,X,"2y all",3492,,2163,,61.9,15
47,Tennessee,TN,"Private for-profit",2-year,2012,M,A,"2y all",22,,14,,63.6,15
47,Tennessee,TN,"Private for-profit",2-year,2012,M,Ai,"2y all",9,,4,,44.4,15
47,Tennessee,TN,"Private for-profit",2-year,2012,M,B,"2y all",968,,518,,53.5,15
47,Tennessee,TN,"Private for-profit",2-year,2012,M,H,"2y all",77,,55,,71.4,15
47,Tennessee,TN,"Private for-profit",2-year,2012,M,W,"2y all",1590,,968,,60.9,15
47,Tennessee,TN,"Private for-profit",2-year,2012,M,X,"2y all",2793,,1615,,57.8,15
47,Tennessee,TN,"Private for-profit",2-year,2013,B,A,"2y all",22,,16,,72.7,15
47,Tennessee,TN,"Private for-profit",2-year,2013,B,Ai,"2y all",22,,12,,54.5,15
47,Tennessee,TN,"Private for-profit",2-year,2013,B,B,"2y all",1987,,1245,,62.7,15
47,Tennessee,TN,"Private for-profit",2-year,2013,B,H,"2y all",140,,110,,78.6,15
47,Tennessee,TN,"Private for-profit",2-year,2013,B,W,"2y all",2197,,1506,,68.5,15
47,Tennessee,TN,"Private for-profit",2-year,2013,B,X,"2y all",4522,1734,2995,38.3,66.2,15
47,Tennessee,TN,"Private for-profit",2-year,2013,F,A,"2y all",16,,11,,68.8,15
47,Tennessee,TN,"Private for-profit",2-year,2013,F,Ai,"2y all",11,,9,,81.8,15
47,Tennessee,TN,"Private for-profit",2-year,2013,F,B,"2y all",1243,,832,,66.9,15
47,Tennessee,TN,"Private for-profit",2-year,2013,F,H,"2y all",78,,65,,83.3,15
47,Tennessee,TN,"Private for-profit",2-year,2013,F,W,"2y all",1045,,742,,71.0,15
47,Tennessee,TN,"Private for-profit",2-year,2013,F,X,"2y all",2493,,1735,,69.6,15
47,Tennessee,TN,"Private for-profit",2-year,2013,M,A,"2y all",6,,5,,83.3,15
47,Tennessee,TN,"Private for-profit",2-year,2013,M,Ai,"2y all",11,,3,,27.3,15
47,Tennessee,TN,"Private for-profit",2-year,2013,M,B,"2y all",744,,413,,55.5,15
47,Tennessee,TN,"Private for-profit",2-year,2013,M,H,"2y all",62,,45,,72.6,15
47,Tennessee,TN,"Private for-profit",2-year,2013,M,W,"2y all",1152,,764,,66.3,15
47,Tennessee,TN,"Private for-profit",2-year,2013,M,X,"2y all",2029,,1260,,62.1,15
47,Tennessee,TN,"Private not-for-profit",2-year,2011,B,A,"2y all",7,,4,,57.1,3
47,Tennessee,TN,"Private not-for-profit",2-year,2011,B,Ai,"2y all",5,,1,,20.0,3
47,Tennessee,TN,"Private not-for-profit",2-year,2011,B,B,"2y all",216,,108,,50.0,3
47,Tennessee,TN,"Private not-for-profit",2-year,2011,B,H,"2y all",24,,17,,70.8,3
47,Tennessee,TN,"Private not-for-profit",2-year,2011,B,W,"2y all",291,,181,,62.2,3
47,Tennessee,TN,"Private not-for-profit",2-year,2011,B,X,"2y all",557,141,321,25.3,57.6,3
47,Tennessee,TN,"Private not-for-profit",2-year,2011,F,A,"2y all",7,,4,,57.1,3
47,Tennessee,TN,"Private not-for-profit",2-year,2011,F,Ai,"2y all",5,,1,,20.0,3
47,Tennessee,TN,"Private not-for-profit",2-year,2011,F,B,"2y all",183,,94,,51.4,3
47,Tennessee,TN,"Private not-for-profit",2-year,2011,F,H,"2y all",17,,13,,76.5,3
47,Tennessee,TN,"Private not-for-profit",2-year,2011,F,W,"2y all",249,,157,,63.1,3
47,Tennessee,TN,"Private not-for-profit",2-year,2011,F,X,"2y all",474,,279,,58.9,3
47,Tennessee,TN,"Private not-for-profit",2-year,2011,M,A,"2y all",0,,0,,,3
47,Tennessee,TN,"Private not-for-profit",2-year,2011,M,Ai,"2y all",0,,0,,,3
47,Tennessee,TN,"Private not-for-profit",2-year,2011,M,B,"2y all",33,,14,,42.4,3
47,Tennessee,TN,"Private not-for-profit",2-year,2011,M,H,"2y all",7,,4,,57.1,3
47,Tennessee,TN,"Private not-for-profit",2-year,2011,M,W,"2y all",42,,24,,57.1,3
47,Tennessee,TN,"Private not-for-profit",2-year,2011,M,X,"2y all",83,,42,,50.6,3
47,Tennessee,TN,"Private not-for-profit",2-year,2012,B,A,"2y all",7,,7,,100.0,3
47,Tennessee,TN,"Private not-for-profit",2-year,2012,B,Ai,"2y all",3,,2,,66.7,3
47,Tennessee,TN,"Private not-for-profit",2-year,2012,B,B,"2y all",122,,89,,73.0,3
47,Tennessee,TN,"Private not-for-profit",2-year,2012,B,H,"2y all",24,,21,,87.5,3
47,Tennessee,TN,"Private not-for-profit",2-year,2012,B,W,"2y all",259,,213,,82.2,3
47,Tennessee,TN,"Private not-for-profit",2-year,2012,B,X,"2y all",425,297,341,69.9,80.2,3
47,Tennessee,TN,"Private not-for-profit",2-year,2012,F,A,"2y all",7,,7,,100.0,3
47,Tennessee,TN,"Private not-for-profit",2-year,2012,F,Ai,"2y all",2,,1,,50.0,3
47,Tennessee,TN,"Private not-for-profit",2-year,2012,F,B,"2y all",94,,69,,73.4,3
47,Tennessee,TN,"Private not-for-profit",2-year,2012,F,H,"2y all",19,,17,,89.5,3
47,Tennessee,TN,"Private not-for-profit",2-year,2012,F,W,"2y all",226,,184,,81.4,3
47,Tennessee,TN,"Private not-for-profit",2-year,2012,F,X,"2y all",356,,285,,80.1,3
47,Tennessee,TN,"Private not-for-profit",2-year,2012,M,A,"2y all",0,,0,,,3
47,Tennessee,TN,"Private not-for-profit",2-year,2012,M,Ai,"2y all",1,,1,,100.0,3
47,Tennessee,TN,"Private not-for-profit",2-year,2012,M,B,"2y all",28,,20,,71.4,3
47,Tennessee,TN,"Private not-for-profit",2-year,2012,M,H,"2y all",5,,4,,80.0,3
47,Tennessee,TN,"Private not-for-profit",2-year,2012,M,W,"2y all",33,,29,,87.9,3
47,Tennessee,TN,"Private not-for-profit",2-year,2012,M,X,"2y all",69,,56,,81.2,3
47,Tennessee,TN,"Private not-for-profit",2-year,2013,B,A,"2y all",4,,2,,50.0,3
47,Tennessee,TN,"Private not-for-profit",2-year,2013,B,Ai,"2y all",1,,1,,100.0,3
47,Tennessee,TN,"Private not-for-profit",2-year,2013,B,B,"2y all",126,,79,,62.7,3
47,Tennessee,TN,"Private not-for-profit",2-year,2013,B,H,"2y all",29,,23,,79.3,3
47,Tennessee,TN,"Private not-for-profit",2-year,2013,B,W,"2y all",207,,140,,67.6,3
47,Tennessee,TN,"Private not-for-profit",2-year,2013,B,X,"2y all",377,227,249,60.2,66.0,3
47,Tennessee,TN,"Private not-for-profit",2-year,2013,F,A,"2y all",2,,1,,50.0,3
47,Tennessee,TN,"Private not-for-profit",2-year,2013,F,Ai,"2y all",1,,1,,100.0,3
47,Tennessee,TN,"Private not-for-profit",2-year,2013,F,B,"2y all",97,,60,,61.9,3
47,Tennessee,TN,"Private not-for-profit",2-year,2013,F,H,"2y all",23,,20,,87.0,3
47,Tennessee,TN,"Private not-for-profit",2-year,2013,F,W,"2y all",168,,113,,67.3,3
47,Tennessee,TN,"Private not-for-profit",2-year,2013,F,X,"2y all",301,,199,,66.1,3
47,Tennessee,TN,"Private not-for-profit",2-year,2013,M,A,"2y all",2,,1,,50.0,3
47,Tennessee,TN,"Private not-for-profit",2-year,2013,M,Ai,"2y all",0,,0,,,3
47,Tennessee,TN,"Private not-for-profit",2-year,2013,M,B,"2y all",29,,19,,65.5,3
47,Tennessee,TN,"Private not-for-profit",2-year,2013,M,H,"2y all",6,,3,,50.0,3
47,Tennessee,TN,"Private not-for-profit",2-year,2013,M,W,"2y all",39,,27,,69.2,3
47,Tennessee,TN,"Private not-for-profit",2-year,2013,M,X,"2y all",76,,50,,65.8,3
47,Tennessee,TN,Public,2-year,2011,B,A,"2y all",148,,15,,10.1,13
47,Tennessee,TN,Public,2-year,2011,B,Ai,"2y all",33,,3,,9.1,13
47,Tennessee,TN,Public,2-year,2011,B,B,"2y all",2240,,68,,3.0,13
47,Tennessee,TN,Public,2-year,2011,B,H,"2y all",241,,26,,10.8,13
47,Tennessee,TN,Public,2-year,2011,B,W,"2y all",9382,,1348,,14.4,13
47,Tennessee,TN,Public,2-year,2011,B,X,"2y all",12525,819,1511,6.5,12.1,13
47,Tennessee,TN,Public,2-year,2011,F,A,"2y all",71,,10,,14.1,13
47,Tennessee,TN,Public,2-year,2011,F,Ai,"2y all",18,,2,,11.1,13
47,Tennessee,TN,Public,2-year,2011,F,B,"2y all",1390,,39,,2.8,13
47,Tennessee,TN,Public,2-year,2011,F,H,"2y all",145,,18,,12.4,13
47,Tennessee,TN,Public,2-year,2011,F,W,"2y all",5281,,843,,16.0,13
47,Tennessee,TN,Public,2-year,2011,F,X,"2y all",7170,,943,,13.2,13
47,Tennessee,TN,Public,2-year,2011,M,A,"2y all",77,,5,,6.5,13
47,Tennessee,TN,Public,2-year,2011,M,Ai,"2y all",15,,1,,6.7,13
47,Tennessee,TN,Public,2-year,2011,M,B,"2y all",850,,29,,3.4,13
47,Tennessee,TN,Public,2-year,2011,M,H,"2y all",96,,8,,8.3,13
47,Tennessee,TN,Public,2-year,2011,M,W,"2y all",4101,,505,,12.3,13
47,Tennessee,TN,Public,2-year,2011,M,X,"2y all",5355,,568,,10.6,13
47,Tennessee,TN,Public,2-year,2012,B,A,"2y all",142,,21,,14.8,13
47,Tennessee,TN,Public,2-year,2012,B,Ai,"2y all",51,,4,,7.8,13
47,Tennessee,TN,Public,2-year,2012,B,B,"2y all",3074,,115,,3.7,13
47,Tennessee,TN,Public,2-year,2012,B,H,"2y all",338,,25,,7.4,13
47,Tennessee,TN,Public,2-year,2012,B,W,"2y all",11667,,1645,,14.1,13
47,Tennessee,TN,Public,2-year,2012,B,X,"2y all",15883,1208,1880,7.6,11.8,13
47,Tennessee,TN,Public,2-year,2012,F,A,"2y all",64,,12,,18.8,13
47,Tennessee,TN,Public,2-year,2012,F,Ai,"2y all",30,,2,,6.7,13
47,Tennessee,TN,Public,2-year,2012,F,B,"2y all",1922,,74,,3.9,13
47,Tennessee,TN,Public,2-year,2012,F,H,"2y all",199,,14,,7.0,13
47,Tennessee,TN,Public,2-year,2012,F,W,"2y all",6499,,959,,14.8,13
47,Tennessee,TN,Public,2-year,2012,F,X,"2y all",9035,,1097,,12.1,13
47,Tennessee,TN,Public,2-year,2012,M,A,"2y all",78,,9,,11.5,13
47,Tennessee,TN,Public,2-year,2012,M,Ai,"2y all",21,,2,,9.5,13
47,Tennessee,TN,Public,2-year,2012,M,B,"2y all",1152,,41,,3.6,13
47,Tennessee,TN,Public,2-year,2012,M,H,"2y all",139,,11,,7.9,13
47,Tennessee,TN,Public,2-year,2012,M,W,"2y all",5168,,686,,13.3,13
47,Tennessee,TN,Public,2-year,2012,M,X,"2y all",6848,,783,,11.4,13
47,Tennessee,TN,Public,2-year,2013,B,A,"2y all",144,,23,,16.0,13
47,Tennessee,TN,Public,2-year,2013,B,Ai,"2y all",69,,6,,8.7,13
47,Tennessee,TN,Public,2-year,2013,B,B,"2y all",2805,,140,,5.0,13
47,Tennessee,TN,Public,2-year,2013,B,H,"2y all",337,,43,,12.8,13
47,Tennessee,TN,Public,2-year,2013,B,W,"2y all",10663,,1718,,16.1,13
47,Tennessee,TN,Public,2-year,2013,B,X,"2y all",15153,1168,2049,7.7,13.5,13
47,Tennessee,TN,Public,2-year,2013,F,A,"2y all",67,,9,,13.4,13
47,Tennessee,TN,Public,2-year,2013,F,Ai,"2y all",36,,3,,8.3,13
47,Tennessee,TN,Public,2-year,2013,F,B,"2y all",1736,,91,,5.2,13
47,Tennessee,TN,Public,2-year,2013,F,H,"2y all",196,,24,,12.2,13
47,Tennessee,TN,Public,2-year,2013,F,W,"2y all",6055,,1023,,16.9,13
47,Tennessee,TN,Public,2-year,2013,F,X,"2y all",8716,,1211,,13.9,13
47,Tennessee,TN,Public,2-year,2013,M,A,"2y all",77,,14,,18.2,13
47,Tennessee,TN,Public,2-year,2013,M,Ai,"2y all",33,,3,,9.1,13
47,Tennessee,TN,Public,2-year,2013,M,B,"2y all",1069,,49,,4.6,13
47,Tennessee,TN,Public,2-year,2013,M,H,"2y all",141,,19,,13.5,13
47,Tennessee,TN,Public,2-year,2013,M,W,"2y all",4608,,695,,15.1,13
47,Tennessee,TN,Public,2-year,2013,M,X,"2y all",6437,,838,,13.0,13
47,Tennessee,TN,"Private for-profit",2-year,2002,B,A,"2y all",24,,8,,33.3,8
47,Tennessee,TN,"Private for-profit",2-year,2002,B,Ai,"2y all",16,,6,,37.5,8
47,Tennessee,TN,"Private for-profit",2-year,2002,B,B,"2y all",782,,478,,61.1,8
47,Tennessee,TN,"Private for-profit",2-year,2002,B,H,"2y all",36,,22,,61.1,8
47,Tennessee,TN,"Private for-profit",2-year,2002,B,W,"2y all",1616,,1200,,74.3,8
47,Tennessee,TN,"Private for-profit",2-year,2002,B,X,"2y all",2626,,1798,,68.5,8
47,Tennessee,TN,"Private for-profit",2-year,2002,F,A,"2y all",11,,3,,27.3,8
47,Tennessee,TN,"Private for-profit",2-year,2002,F,Ai,"2y all",4,,1,,25.0,8
47,Tennessee,TN,"Private for-profit",2-year,2002,F,B,"2y all",546,,369,,67.6,8
47,Tennessee,TN,"Private for-profit",2-year,2002,F,H,"2y all",13,,4,,30.8,8
47,Tennessee,TN,"Private for-profit",2-year,2002,F,W,"2y all",479,,223,,46.6,8
47,Tennessee,TN,"Private for-profit",2-year,2002,F,X,"2y all",1063,,602,,56.6,8
47,Tennessee,TN,"Private for-profit",2-year,2002,M,A,"2y all",13,,5,,38.5,8
47,Tennessee,TN,"Private for-profit",2-year,2002,M,Ai,"2y all",12,,5,,41.7,8
47,Tennessee,TN,"Private for-profit",2-year,2002,M,B,"2y all",236,,109,,46.2,8
47,Tennessee,TN,"Private for-profit",2-year,2002,M,H,"2y all",23,,18,,78.3,8
47,Tennessee,TN,"Private for-profit",2-year,2002,M,W,"2y all",1137,,977,,85.9,8
47,Tennessee,TN,"Private for-profit",2-year,2002,M,X,"2y all",1563,,1196,,76.5,8
47,Tennessee,TN,"Private for-profit",2-year,2003,B,A,"2y all",10,,10,,100.0,9
47,Tennessee,TN,"Private for-profit",2-year,2003,B,Ai,"2y all",15,,7,,46.7,9
47,Tennessee,TN,"Private for-profit",2-year,2003,B,B,"2y all",1075,,528,,49.1,9
47,Tennessee,TN,"Private for-profit",2-year,2003,B,H,"2y all",34,,22,,64.7,9
47,Tennessee,TN,"Private for-profit",2-year,2003,B,W,"2y all",1711,,1101,,64.3,9
47,Tennessee,TN,"Private for-profit",2-year,2003,B,X,"2y all",2934,,1719,,58.6,9
47,Tennessee,TN,"Private for-profit",2-year,2003,F,A,"2y all",5,,5,,100.0,9
47,Tennessee,TN,"Private for-profit",2-year,2003,F,Ai,"2y all",5,,3,,60.0,9
47,Tennessee,TN,"Private for-profit",2-year,2003,F,B,"2y all",780,,402,,51.5,9
47,Tennessee,TN,"Private for-profit",2-year,2003,F,H,"2y all",9,,4,,44.4,9
47,Tennessee,TN,"Private for-profit",2-year,2003,F,W,"2y all",453,,271,,59.8,9
47,Tennessee,TN,"Private for-profit",2-year,2003,F,X,"2y all",1297,,705,,54.4,9
47,Tennessee,TN,"Private for-profit",2-year,2003,M,A,"2y all",5,,5,,100.0,9
47,Tennessee,TN,"Private for-profit",2-year,2003,M,Ai,"2y all",10,,4,,40.0,9
47,Tennessee,TN,"Private for-profit",2-year,2003,M,B,"2y all",295,,126,,42.7,9
47,Tennessee,TN,"Private for-profit",2-year,2003,M,H,"2y all",25,,18,,72.0,9
47,Tennessee,TN,"Private for-profit",2-year,2003,M,W,"2y all",1258,,830,,66.0,9
47,Tennessee,TN,"Private for-profit",2-year,2003,M,X,"2y all",1637,,1014,,61.9,9
47,Tennessee,TN,"Private for-profit",2-year,2004,B,A,"2y all",50,,46,,92.0,10
47,Tennessee,TN,"Private for-profit",2-year,2004,B,Ai,"2y all",26,,15,,57.7,10
47,Tennessee,TN,"Private for-profit",2-year,2004,B,B,"2y all",1964,,1025,,52.2,10
47,Tennessee,TN,"Private for-profit",2-year,2004,B,H,"2y all",76,,45,,59.2,10
47,Tennessee,TN,"Private for-profit",2-year,2004,B,W,"2y all",2904,,1864,,64.2,10
47,Tennessee,TN,"Private for-profit",2-year,2004,B,X,"2y all",5472,,3239,,59.2,10
47,Tennessee,TN,"Private for-profit",2-year,2004,F,A,"2y all",21,,21,,100.0,10
47,Tennessee,TN,"Private for-profit",2-year,2004,F,Ai,"2y all",11,,4,,36.4,10
47,Tennessee,TN,"Private for-profit",2-year,2004,F,B,"2y all",1435,,767,,53.4,10
47,Tennessee,TN,"Private for-profit",2-year,2004,F,H,"2y all",25,,18,,72.0,10
47,Tennessee,TN,"Private for-profit",2-year,2004,F,W,"2y all",1085,,633,,58.3,10
47,Tennessee,TN,"Private for-profit",2-year,2004,F,X,"2y all",2900,,1624,,56.0,10
47,Tennessee,TN,"Private for-profit",2-year,2004,M,A,"2y all",29,,25,,86.2,10
47,Tennessee,TN,"Private for-profit",2-year,2004,M,Ai,"2y all",15,,11,,73.3,10
47,Tennessee,TN,"Private for-profit",2-year,2004,M,B,"2y all",529,,258,,48.8,10
47,Tennessee,TN,"Private for-profit",2-year,2004,M,H,"2y all",51,,27,,52.9,10
47,Tennessee,TN,"Private for-profit",2-year,2004,M,W,"2y all",1819,,1231,,67.7,10
47,Tennessee,TN,"Private for-profit",2-year,2004,M,X,"2y all",2572,,1615,,62.8,10
47,Tennessee,TN,"Private for-profit",2-year,2005,B,A,"2y all",51,,43,,84.3,10
47,Tennessee,TN,"Private for-profit",2-year,2005,B,Ai,"2y all",15,,11,,73.3,10
47,Tennessee,TN,"Private for-profit",2-year,2005,B,B,"2y all",2224,,1268,,57.0,10
47,Tennessee,TN,"Private for-profit",2-year,2005,B,H,"2y all",110,,75,,68.2,10
47,Tennessee,TN,"Private for-profit",2-year,2005,B,W,"2y all",2736,,2011,,73.5,10
47,Tennessee,TN,"Private for-profit",2-year,2005,B,X,"2y all",5562,,3663,,65.9,10
47,Tennessee,TN,"Private for-profit",2-year,2005,F,A,"2y all",29,,22,,75.9,10
47,Tennessee,TN,"Private for-profit",2-year,2005,F,Ai,"2y all",8,,5,,62.5,10
47,Tennessee,TN,"Private for-profit",2-year,2005,F,B,"2y all",1711,,942,,55.1,10
47,Tennessee,TN,"Private for-profit",2-year,2005,F,H,"2y all",50,,35,,70.0,10
47,Tennessee,TN,"Private for-profit",2-year,2005,F,W,"2y all",1381,,843,,61.0,10
47,Tennessee,TN,"Private for-profit",2-year,2005,F,X,"2y all",3540,,2048,,57.9,10
47,Tennessee,TN,"Private for-profit",2-year,2005,M,A,"2y all",22,,21,,95.5,10
47,Tennessee,TN,"Private for-profit",2-year,2005,M,Ai,"2y all",7,,6,,85.7,10
47,Tennessee,TN,"Private for-profit",2-year,2005,M,B,"2y all",513,,326,,63.5,10
47,Tennessee,TN,"Private for-profit",2-year,2005,M,H,"2y all",60,,40,,66.7,10
47,Tennessee,TN,"Private for-profit",2-year,2005,M,W,"2y all",1355,,1168,,86.2,10
47,Tennessee,TN,"Private for-profit",2-year,2005,M,X,"2y all",2022,,1615,,79.9,10
47,Tennessee,TN,"Private for-profit",2-year,2006,B,A,"2y all",30,,20,,66.7,13
47,Tennessee,TN,"Private for-profit",2-year,2006,B,Ai,"2y all",12,,9,,75.0,13
47,Tennessee,TN,"Private for-profit",2-year,2006,B,B,"2y all",2237,,1306,,58.4,13
47,Tennessee,TN,"Private for-profit",2-year,2006,B,H,"2y all",83,,59,,71.1,13
47,Tennessee,TN,"Private for-profit",2-year,2006,B,W,"2y all",2624,,1995,,76.0,13
47,Tennessee,TN,"Private for-profit",2-year,2006,B,X,"2y all",5307,,3565,,67.2,13
47,Tennessee,TN,"Private for-profit",2-year,2006,F,A,"2y all",19,,12,,63.2,13
47,Tennessee,TN,"Private for-profit",2-year,2006,F,Ai,"2y all",8,,5,,62.5,13
47,Tennessee,TN,"Private for-profit",2-year,2006,F,B,"2y all",1798,,1001,,55.7,13
47,Tennessee,TN,"Private for-profit",2-year,2006,F,H,"2y all",37,,23,,62.2,13
47,Tennessee,TN,"Private for-profit",2-year,2006,F,W,"2y all",1296,,805,,62.1,13
47,Tennessee,TN,"Private for-profit",2-year,2006,F,X,"2y all",3456,,2013,,58.2,13
47,Tennessee,TN,"Private for-profit",2-year,2006,M,A,"2y all",11,,8,,72.7,13
47,Tennessee,TN,"Private for-profit",2-year,2006,M,Ai,"2y all",4,,4,,100.0,13
47,Tennessee,TN,"Private for-profit",2-year,2006,M,B,"2y all",439,,305,,69.5,13
47,Tennessee,TN,"Private for-profit",2-year,2006,M,H,"2y all",46,,36,,78.3,13
47,Tennessee,TN,"Private for-profit",2-year,2006,M,W,"2y all",1328,,1190,,89.6,13
47,Tennessee,TN,"Private for-profit",2-year,2006,M,X,"2y all",1851,,1552,,83.8,13
